duplicate_group_id,duplicate_count,source_entries,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label
893,2,"894,3144",AISI 8650 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 100 mm (4 In.) Round",841.0,650.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
894,2,"895,2495",AISI 8620H Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",1380.0,1085.0,13.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
895,2,"896,3128",AISI 8740H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1225.0,1130.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
896,2,"897,2494",AISI 8822H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",1451.0,1041.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
897,2,"898,2025",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",917.0,793.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
898,2,"899,2498",AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1176.0,654.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
899,2,"900,3223",AISI 8740 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1025.0,924.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
900,2,"901,3043",AISI 86B30H Steel,"Oil Quenched 845C (1550F), 455C (850F) Temper",979.0,841.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
901,2,"902,3127",AISI 8740H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1060.0,965.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
902,2,"903,3120",AISI 8740 Steel,"Normalized 870C (1600F), 100 mm (4 In.) Round",910.0,600.0,15.0,4,Normalized (air cooled) – general-purpose steel
903,2,"904,3181",AISI 8740H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",855.0,670.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
904,2,"905,3094",AISI 8650 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1020.0,945.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
905,2,"906,3030",AISI 8630H Steel,"Water Quenched 845C (1550F), 540C (1000F) Temper, 50 mm (2 In.) Round",827.0,689.0,21.0,10,Quenched (water) & tempered – high-strength structural steel
906,2,"907,2383",AISI 8615 Steel,"Heat Treated, 150C (300F) Temper, 25 mm Bar",690.0,500.0,20.0,0,Carburized – quenched (oil) – wear-resistant surface steel
907,2,"908,3063",AISI 8640 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 75 mm Round",793.0,655.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
908,2,"909,2511",AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",1204.0,805.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
909,2,"910,3105",AISI 8650 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 25 mm (1 In.) Round",1060.0,986.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
910,2,"911,3113",AISI 8740 Steel,Normalized 870C (1600F),930.0,550.0,16.0,4,Normalized (air cooled) – general-purpose steel
911,2,"912,3214",AISI 8650 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 25 mm (1 In.) Round",1185.0,1105.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
912,2,"913,3145",AISI 8740H Steel,"Annealed 815C (1500F), 25 mm (1 In.) Round",696.0,415.0,22.0,7,Annealed – easy-to-machine – round annealed stock
913,2,"914,3155",AISI 8740 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1235.0,1140.0,13.0,6,Quenched (oil) & tempered – high-strength structural steel
914,2,"915,3130",AISI 8740H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",958.0,745.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
915,2,"916,3146",AISI 8740 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",876.0,731.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
916,2,"917,2470",AISI 8620H Steel,"Double Quenched And Tempered (230C (450F)), Carburized",898.0,533.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
917,2,"918,2746",AISI 8822 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",1510.0,1093.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
918,2,"919,2486",AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",1314.0,928.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
919,2,"920,3187",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1070.0,910.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
920,2,"921,3148",AISI 8740 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",855.0,670.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
921,2,"922,3206",AISI 8740 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",958.0,745.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
922,2,"923,1993",AISI 51B60 Steel,"Annealed, 25 mm (1 In.) Round",724.0,275.0,17.0,3,Normalized – easy-to-machine stock (cold drawn)
923,2,"924,3142",AISI 9255 Steel,"Normalized At 900C (1650F), 13 mm (0.5 In.) Round",951.0,585.0,20.0,4,Normalized (air cooled) – general-purpose steel
924,2,"925,3172",AISI 9255 Steel,"Normalized At 900C (1650F), 50 mm (2 In.) Round",931.0,565.0,19.0,4,Normalized (air cooled) – general-purpose steel
925,2,"926,3089",AISI 8640H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",889.0,752.0,23.0,6,Quenched (oil) & tempered – high-strength structural steel
926,2,"927,2539",AISI 8822H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 150C (300F) Temper",1524.0,1149.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
927,2,"928,3213",AISI 8740H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1025.0,924.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
928,2,"929,3222",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1000.0,848.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
929,2,"930,3194",AISI 8740 Steel,"Normalized 870C (1600F), 50 mm (2 In.) Round",910.0,605.0,16.0,4,Normalized (air cooled) – general-purpose steel
930,2,"931,2047",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
931,2,"932,3158",AISI 8740H Steel,"Normalized 870C (1600F), 100 mm (4 In.) Round",910.0,600.0,15.0,4,Normalized (air cooled) – general-purpose steel
932,2,"933,3203",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 540C (1000F) Temper, 25 mm (1 In.) Round",1130.0,924.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
933,2,"934,2489",AISI E9310 Steel,"Direct Quenched From Pot, Tempered At 150C (300F), 0.99 mm Case Depth",1238.0,993.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
934,2,"935,2570",AISI 8822 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 150C (300F) Temper",1524.0,1149.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
935,2,"936,3179",AISI 8740H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",800.0,605.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
936,2,"937,3211",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 540C (1000F) Temper, 50 mm (2 In.) Round",1070.0,703.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
937,2,"938,3234",AISI 8740 Steel,Annealed 815C (1500F),695.0,415.0,22.0,7,Annealed – easy-to-machine – round annealed stock
938,2,"939,3097",AISI 6150H Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 50 mm (2 In.) Round",1020.0,910.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
939,2,"940,3202",AISI 8740H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",979.0,841.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
940,2,"941,2587",AISI E9310 Steel,"Double Quenched And Tempered At 230C (450F), 1.4 mm Case Depth",1169.0,951.0,14.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
941,2,"942,3192",AISI 8740H Steel,"Normalized 870C (1600F), 50 mm (2 In.) Round",910.0,605.0,16.0,4,Normalized (air cooled) – general-purpose steel
942,2,"943,2522",AISI E9310 Steel,"Direct Quenched From Pot, Tempered At 230C (450F), 0.99 mm Case Depth",1227.0,1010.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
943,2,"944,2568",AISI 8822 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1198.0,693.0,11.0,0,Carburized – quenched (oil) – wear-resistant surface steel
944,2,"945,2567",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 230C (450F) Temper, 50 mm (2 In.) Round",993.0,731.0,17.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
945,2,"946,3217",AISI 9255 Steel,"Normalized At 900C (1650F), 100 mm (4 In.) Round",917.0,550.0,18.0,4,Normalized (air cooled) – general-purpose steel
946,2,"947,3180",AISI 8740 Steel,"Normalized 870C (1600F), 13 mm (0.5 In.) Round",938.0,620.0,16.0,4,Normalized (air cooled) – general-purpose steel
947,2,"948,2530",AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",1314.0,928.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
948,2,"949,3125",AISI 8630 Steel,"Normalized, 50 mm (2 In.) Round",640.0,425.0,26.0,9,Normalized – general-purpose steel (round normalized stock)
949,2,"950,3173",AISI 86B30H Steel,"Water Quenched 845C (1550F), 595C (1100F) Temper, 50 mm (2 In.) Round",765.0,615.0,22.0,10,Quenched (water) & tempered – high-strength structural steel
950,2,"951,2431",AISI 8620 Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",675.0,490.0,21.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
951,2,"952,2502",AISI E9310 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 830C (1525F) Reheat, 150C (300F) Temper",1200.0,1034.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
952,2,"953,2515",AISI E9310H Steel,"Double Quenched And Tempered At 150C (300F), 1.4 mm Case Depth",1203.0,958.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
953,2,"954,2606",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 25 mm (1 In.) Round",1096.0,848.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
954,2,"955,2546",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 50 mm (2 In.) Round",1000.0,745.0,18.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
955,2,"956,2416",AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 840C, 150C Temper",1095.0,910.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
956,2,"957,3197",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 595C (1100F) Temper, 100 mm (4 In.) Round",945.0,570.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
957,2,"958,3219",AISI 8740 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1060.0,965.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
958,2,"959,2608",AISI E9310 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1000.0,814.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
959,2,"960,2492",AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 865C (1590F) Reheat, 150C (300F) Temper",1250.0,900.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
960,2,"961,3168",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 650C (1200F) Temper, 50 mm (2 In.) Round",951.0,600.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
961,2,"962,2027",AISI 51B60H Steel,Annealed 815C (1500F),724.0,275.0,17.0,7,Annealed – easy-to-machine – round annealed stock
962,2,"963,2500",AISI E9310 Steel,"Annealed At 845C (1550F), 25 mm (1 In.) Round",820.0,450.0,17.0,7,Annealed – easy-to-machine – round annealed stock
963,2,"964,2504",AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1069.0,896.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
964,2,"965,2471",AISI 8622 Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",1314.0,928.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
965,2,"966,3122",AISI 8740 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1180.0,1060.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
966,2,"967,2506",AISI 8622 Steel,"Heat Treated, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1176.0,654.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
967,2,"968,2604",AISI E9310H Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 25 mm (1 In.) Round",1096.0,848.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
968,2,"969,2588",AISI 8822H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1176.0,654.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
969,2,"970,3060",AISI 8640 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,827.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
970,2,"971,2626",AISI E9310 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 800C (1470F) Reheat, 150C (300F) Temper",1076.0,917.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
971,2,"972,2532",AISI E9310H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1000.0,814.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
972,2,"973,2545",AISI E9310H Steel,"Normalized At 890C (1635F), 25 mm (1 In.) Round",910.0,570.0,18.0,4,Normalized (air cooled) – general-purpose steel
973,2,"974,2534",AISI E9310H Steel,"Single Quenched And Tempered At 150C (300F), 1.2 mm Case Depth",1193.0,931.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
974,2,"975,3111",AISI 86B50 Steel,"Annealed, 25 mm (1 In.) Round",1255.0,1076.0,22.0,3,Normalized – easy-to-machine stock (cold drawn)
975,2,"976,2514",AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 800C (1470F) Reheat, 150C (300F) Temper",1131.0,965.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
976,2,"977,3230",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 595C (1100F) Temper, 50 mm (2 In.) Round",1005.0,635.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
977,2,"978,2581",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 230C (450F) Temper, 25 mm (1 In.) Round",1089.0,848.0,16.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
978,2,"979,3106",AISI 86B50 Steel,"Normalized, 100 mm (4 In.) Round",958.0,640.0,15.0,9,Normalized – general-purpose steel (round normalized stock)
979,2,"980,2572",AISI E9310 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 150C (300F) Temper",1200.0,1034.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
980,2,"981,2485",AISI E9310 Steel,"Single Quenched And Tempered At 230C (450F), 1.2 mm Case Depth",1158.0,948.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
981,2,"982,2557",AISI E9310H Steel,"Direct Quenched From Pot, Tempered At 150C (300F), 0.99 mm Case Depth",1238.0,993.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
982,2,"983,2051",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1000.0,869.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
983,2,"984,2611",AISI E9310H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 150C (300F) Temper",1289.0,1117.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
984,2,"985,2562",AISI E9310 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 150C (300F) Temper",1289.0,1117.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
985,2,"986,2512",AISI E9310H Steel,"Normalized At 890C (1635F), 13 mm (0.5 In.) Round",917.0,605.0,20.0,4,Normalized (air cooled) – general-purpose steel
986,2,"987,2555",AISI E9310H Steel,"Mock Carburized, 790C (1450F) Reheat, 230C (450F) Temper, 100 mm (4 In.) Round",910.0,660.0,20.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
987,2,"988,2571",AISI E9310H Steel,"Mock Carburized, 790C (1450F) Reheat, 230C (450F) Temper, 13 mm (0.5 In.) Round",1227.0,979.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
988,2,"989,3201",AISI 9255 Steel,"Normalized At 900C (1650F), 25 mm (1 In.) Round",931.0,580.0,19.0,4,Normalized (air cooled) – general-purpose steel
989,2,"990,2558",AISI E9310H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1069.0,896.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
990,2,"991,2519",AISI E9310 Steel,"Normalized At 890C (1635F), 100 mm (4 In.) Round",862.0,565.0,19.0,4,Normalized (air cooled) – general-purpose steel
991,2,"992,3020",AISI 6150H Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1105.0,1090.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
992,2,"993,2550",AISI E9310H Steel,"Normalized At 890C (1635F), 100 mm (4 In.) Round",862.0,565.0,19.0,4,Normalized (air cooled) – general-purpose steel
993,2,"994,2553",AISI E9310H Steel,"Annealed At 845C (1550F), 25 mm (1 In.) Round",820.0,450.0,17.0,7,Annealed – easy-to-machine – round annealed stock
994,2,"995,2624",AISI 8822H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 775C (1430F) Reheat, 150C (300F) Temper",1198.0,693.0,11.0,0,Carburized – quenched (oil) – wear-resistant surface steel
995,2,"996,3193",AISI 8740 Steel,"Normalized 870C (1600F), 25 mm (1 In.) Round",931.0,605.0,16.0,4,Normalized (air cooled) – general-purpose steel
996,2,"997,3221",AISI 9840 Steel,"595C (1100F) Temper, 25 mm (1 In.) Round",1105.0,965.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
997,2,"998,3166",AISI 8650H Steel,"Normalized, 13 mm (0.5 In.) Round",1255.0,903.0,10.0,9,Normalized – general-purpose steel (round normalized stock)
998,2,"999,2538",AISI E9310H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, 830C (1525F) Reheat, 150C (300F) Temper",1200.0,1055.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
999,2,"1000,2548",AISI E9310H Steel,"Single Quenched And Tempered At 230C (450F), 1.2 mm Case Depth",1158.0,948.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
1000,2,"1001,2549",AISI E9310 Steel,"Normalized At 890C (1635F), 50 mm (2 In.) Round",903.0,565.0,19.0,4,Normalized (air cooled) – general-purpose steel
1001,2,"1002,3068",AISI 8630 Steel,"Water Quenched 845C (1550F), 595C (1100F) Temper, 50 mm (2 In.) Round",765.0,615.0,22.0,10,Quenched (water) & tempered – high-strength structural steel
1002,2,"1003,3153",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 650C (1200F) Temper, 100 mm (4 In.) Round",910.0,565.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
1003,2,"1004,2585",AISI E9310 Steel,"Single Quenched And Tempered At 150C (300F), 1.2 mm Case Depth",1193.0,931.0,15.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
1004,2,"1005,2569",AISI E9310H Steel,"Normalized At 890C (1635F), 50 mm (2 In.) Round",903.0,565.0,19.0,4,Normalized (air cooled) – general-purpose steel
1005,2,"1006,3090",AISI 8650 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 50 mm (2 In.) Round",1000.0,903.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
1006,2,"1007,3147",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1170.0,1007.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
1007,2,"1008,2505",AISI E9310 Steel,Annealed At 845C (1550F),820.0,440.0,17.0,7,Annealed – easy-to-machine – round annealed stock
1008,2,"1009,3208",AISI 9255 Steel,"Annealed At 845C (1550F), 25 mm (1 In.) Round",779.0,485.0,21.0,7,Annealed – easy-to-machine – round annealed stock
1009,2,"1010,2507",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 100 mm (4 In.) Round",938.0,655.0,19.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
1010,2,"1011,3152",AISI 9840 Steel,"540C (1000F) Temper, 25 mm (1 In.) Round",1240.0,1105.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
1011,2,"1012,3017",AISI 8630 Steel,"Water Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",738.0,565.0,23.0,10,Quenched (water) & tempered – high-strength structural steel
1012,2,"1013,2551",AISI E9310 Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 13 mm (0.5 In.) Round",1234.0,986.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
1013,2,"1014,2503",AISI 8822 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, 820C (1510F) Reheat, 150C (300F) Temper",1204.0,805.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
1014,2,"1015,1923",AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",827.0,579.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
1015,2,"1016,2642",AISI E9310 Steel,"Normalized At 890C (1635F), 25 mm (1 In.) Round",910.0,570.0,18.0,4,Normalized (air cooled) – general-purpose steel
1016,2,"1017,1910",AISI 1340 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",979.0,910.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
1017,2,"1018,3139",AISI 9255 Steel,Normalized At 900C (1650F),930.0,580.0,19.0,4,Normalized (air cooled) – general-purpose steel
1018,2,"1019,2000",AISI 1340H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",951.0,834.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
1019,2,"1020,2536",AISI E9310H Steel,"Mock Carburized, 790C (1450F) Reheat, 150C (300F) Temper, 13 mm (0.5 In.) Round",1234.0,986.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
1020,2,"1021,1983",AISI 1340 Steel,"Annealed At 800C, Furnace Cooled 11C/Hour To 600C, Air Cooled, 25 mm (1 In.) Round",703.0,434.0,25.0,7,Annealed – easy-to-machine – round annealed stock
1021,2,"1022,3149",AISI 8650 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,910.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
1022,2,"1023,2372",AISI 8617H Steel,"Heat Treated, Machined, Pseudocarburized, 150C (300F) Temper",883.0,650.0,19.0,0,Carburized – quenched (oil) – wear-resistant surface steel
1023,2,"1024,1874",AISI 1340 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",814.0,745.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
1024,2,"1025,2108",AISI Grade 18Ni (200) Maraging Steel,"Aged, 32 mm Round Bar, Tested In Longitudinal Direction",1844.0,1780.0,11.0,2,Quenched (oil) – general-purpose steel (tested)
1025,2,"1026,3215",AISI 8740H Steel,Normalized 870C (1600F),930.0,550.0,16.0,4,Normalized (air cooled) – general-purpose steel
1026,2,"1027,3225",AISI 9255 Steel,"Oil Quenched From 885C (1625F), 540C (1000F) Temper, 100 mm (4 In.) Round",1025.0,650.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
1027,2,"1028,2003",AISI 1340H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",814.0,676.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
1028,2,"1029,3185",AISI 86B30H Steel,"Water Quenched 845C (1550F), 595C (1100F) Temper, 25 mm (1 In.) Round",814.0,695.0,18.0,10,Quenched (water) & tempered – high-strength structural steel
1029,2,"1030,1906",AISI 1340 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",876.0,814.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
1030,2,"1031,1938",AISI 1340H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",827.0,524.0,23.0,4,Normalized (air cooled) – general-purpose steel
1031,2,"1032,1895",AISI 1340 Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",827.0,496.0,21.0,4,Normalized (air cooled) – general-purpose steel
1032,2,"1033,3115",AISI 8650H Steel,"Normalized, 50 mm (2 In.) Round",993.0,660.0,15.0,9,Normalized – general-purpose steel (round normalized stock)
1033,2,"1034,2135",AISI Grade 18Ni (200) Maraging Steel,"Aged, 6 mm Square Bar, Tested In Transverse Direction",1874.0,1830.0,8.0,2,Quenched (oil) – general-purpose steel (tested)
1034,2,"1035,3191",AISI 9255 Steel,Annealed At 845C (1550F),770.0,490.0,21.0,7,Annealed – easy-to-machine – round annealed stock
